Gestor de red;Provincia;Municipio;Coordenada UTM X [1];Coordenada UTM Y [1];Subestación;Nivel de tensión (kV);Capacidad firme disponible (MW) [2];Capacidad comprometida por cuestiones regulatorias;Capacidad de acceso firme de demanda ocupada (MW) [3];Capacidad firme admitida y no evaluada (MW) [4];Posiciones ocupadas;Posiciones libres;Nudo 0*;Comentarios;Nombre Subestación;Matrícula Sub.;Nudo Afección RdT
R1-002;Soria;Arcos de Jalón;559710,71;4562277,86;3020300119;15;0;0;6,37;1,25;;;0;;ARCOS DEL JALON;ARJ;FUENTES DE LA ALCARRIA 400
R1-002;Soria;Arcos de Jalón;559710,71;4562277,86;3020300119;66;0;0;0;0;;;0;;ARCOS DEL JALON;ARJ;FUENTES DE LA ALCARRIA 400
R1-002;Toledo;Añover de Tajo;435447,82;4425835,94;3020100164;15;0;0;17,97;1,61;;;0;;AÑOVER DEL TAJO;AVR;ACECA 220
R1-002;Toledo;Añover de Tajo;435447,82;4425835,94;3020100164;45;0;0;9,3;0;;;0;;AÑOVER DEL TAJO;AVR;ACECA 220
R1-002;Toledo;Añover de Tajo;435447,82;4425835,94;3020100164;132;0;0;0;0;;;0;;AÑOVER DEL TAJO;AVR;ACECA 220
R1-002;Toledo;Arcicóllar;404589,83;4435883,88;3020410806;15;0;0;13,91;0;;;0;;ARCICOLLAR;ARC;ACECA 220
R1-002;Toledo;Arcicóllar;404589,83;4435883,88;3020410806;45;0;0;0,31;0;;;0;;ARCICOLLAR;ARC;ACECA 220
R1-002;Toledo;Chozas de Canales;413017,45;4440990,43;3020410319;15;0;0;13,95;0;;;0;;CHOZAS DE CANALES;CHO;ACECA 220
R1-002;Toledo;Chozas de Canales;413017,45;4440990,43;3020410319;45;0;0;0;0;;;0;;CHOZAS DE CANALES;CHO;ACECA 220
R1-002;Toledo;Corral de Almaguer;484640,49;4401297,18;3020300124;15;0;0;12,55;1,88;;;0;;CORRAL DE ALMAGUER;CRR;MADRIDEJOS 220
R1-002;Toledo;Corral de Almaguer;484640,49;4401297,18;3020300124;45;0;0;0;0;;;0;;CORRAL DE ALMAGUER;CRR;MADRIDEJOS 220
R1-002;Toledo;El Carpio de Tajo;373878,56;4412607,45;3020100173;132;0;0;35,5;0;;;0;;C.H.CASTREJON;CTJ;ACECA 220
R1-002;Toledo;Escalona;380143,22;4447164,15;3020300120;15;0;0;16,07;0;;;0;;ESCALONA DEL ALBERCHE;ESC;ACECA 220
R1-002;Toledo;Escalona;380143,22;4447164,15;3020300120;45;0;0;0;0;;;0;;ESCALONA DEL ALBERCHE;ESC;ACECA 220
R1-002;Toledo;Escalona;384242,64;4445358,34;3020410829;45;0;0;0;0;;;0;;FRASCOLINOS;FSR;ACECA 220
R1-002;Toledo;Escalona;384242,64;4445358,34;3020410829;132;0;0;0;0;;;0;;FRASCOLINOS;FSR;ACECA 220
R1-002;Toledo;Fuensalida;395841,76;4434975,22;3020300121;15;0;0;49,24;0;;;0;;FUENSALIDA;FUS;ACECA 220
R1-002;Toledo;Fuensalida;395841,76;4434975,22;3020300121;45;0;0;0;0;;;0;;FUENSALIDA;FUS;ACECA 220
R1-002;Toledo;Illescas;426235,88;4439267,89;3020100142;15;0;0;71,86;7,55;;;0;;ILLESCAS;ILC;LOS PRADILLOS 220
R1-002;Toledo;Illescas;426235,88;4439267,89;3020100142;132;0;0;0;0;;;0;;ILLESCAS;ILC;LOS PRADILLOS 220
R1-002;Toledo;Illescas;429923,26;4445815,63;3020100402;15;0;0;41,02;0;;;0;;ILLESCAS II;IL2;LOS PRADILLOS 220
R1-002;Toledo;Illescas;429923,26;4445815,63;3020100402;45;0;0;0;0;;;0;;ILLESCAS II;IL2;LOS PRADILLOS 220
R1-002;Toledo;Illescas;429923,26;4445815,63;3020100402;132;0;0;0;0;;;0;;ILLESCAS II;IL2;LOS PRADILLOS 220
R1-002;Toledo;Illescas;430152,35;4442770,55;PDL;15;0;0;146,43;0;;;0;;PRADILLOS;PRL;LOS PRADILLOS 220
R1-002;Toledo;Illescas;430152,35;4442770,55;PDL;132;0;0;0;0;;;0;;PRADILLOS;PRL;LOS PRADILLOS 220
R1-002;Toledo;Los Yébenes;426533,81;4380882,29;3020300122;15;0;0;29,52;3;;;0;;LOS YEBENES;YEB;MADRIDEJOS 220
R1-002;Toledo;Los Yébenes;426533,81;4380882,29;3020300122;45;0;0;0;0;;;0;;LOS YEBENES;YEB;MADRIDEJOS 220
R1-002;Toledo;Los Yébenes;431028,04;4363450,68;3020100151;15;0;0;1,39;0;;;0;;URDA;URD;MADRIDEJOS 220
R1-002;Toledo;Los Yébenes;431028,04;4363450,68;3020100151;45;0;0;0;0;;;0;;URDA;URD;MADRIDEJOS 220
R1-002;Toledo;Madridejos;454336,1;4370994,01;MDD;15;0;0;38,48;6,2;;;0;;MADRIDEJOS;MAD;MADRIDEJOS 220
R1-002;Toledo;Madridejos;454336,1;4370994,01;MDD;45;0;0;0;0;;;0;;MADRIDEJOS;MAD;MADRIDEJOS 220
R1-002;Toledo;Madridejos;454336,1;4370994,01;MDD;132;0;0;0;0;;;0;;MADRIDEJOS;MAD;MADRIDEJOS 220
R1-002;Toledo;Mora;431531,36;4392114,03;3020100167;15;0;0;28,77;0;;;0;;MORA DE TOLEDO;MDT;MADRIDEJOS 220
R1-002;Toledo;Mora;431531,36;4392114,03;3020100167;45;0;0;0;0;;;0;;MORA DE TOLEDO;MDT;MADRIDEJOS 220
R1-002;Toledo;Mora;431531,36;4392114,03;3020100167;132;0;0;0;0;;;0;;MORA DE TOLEDO;MDT;MADRIDEJOS 220
R1-002;Toledo;Noblejas;461594;4425249,95;3020410452;45;0;0;2,7;4,25;;;0;;CARBONERA-C.SECCIONAMIENTO;CRA;VALDEMORO 220
R1-002;Toledo;Noblejas;464374,11;4425170;3020410491;15;0;0;28,8;0;;;0;;NOBLEJAS;NOB;VALDEMORO 220
R1-002;Toledo;Noblejas;464374,11;4425170;3020410491;45;0;0;0;0;;;0;;NOBLEJAS;NOB;VALDEMORO 220
R1-002;Toledo;Ocaña;458280,51;4423746,32;3020100154;15;0;0;55,02;1;;;0;;OCAÑA;OCA;VALDEMORO 220
R1-002;Toledo;Ocaña;458280,51;4423746,32;3020100154;45;0;0;0;0;;;0;;OCAÑA;OCA;VALDEMORO 220
R1-002;Toledo;Pantoja;429596,71;4431593,14;3020300123;15;0;0;49,68;0;;;0;;PANTOJA;PAN;ACECA 220
R1-002;Toledo;Pantoja;429596,71;4431593,14;3020300123;45;0;0;0;0;;;0;;PANTOJA;PAN;ACECA 220
R1-002;Toledo;Recas;416860,53;4433521,93;3020410090;15;0;0;18,05;0;;;0;;RECAS 2;RE2;LOS PRADILLOS 220
R1-002;Toledo;Recas;416860,53;4433521,93;3020410090;45;0;0;33,18;0;;;0;;RECAS 2;RE2;LOS PRADILLOS 220
R1-002;Toledo;Recas;416860,53;4433521,93;3020410090;132;0;0;0;0;;;0;;RECAS 2;RE2;LOS PRADILLOS 220
R1-002;Toledo;Santa Cruz de la Zarza;483742,39;4426715,82;3020410920;15;0;0;0;0;;;0;;SANTA CRUZ DE LA ZARZA;SCZ;VALDEMORO 220
R1-002;Toledo;Santa Cruz de la Zarza;483742,39;4426715,82;3020410920;45;0;0;3,06;0;;;0;;SANTA CRUZ DE LA ZARZA;SCZ;VALDEMORO 220
R1-002;Toledo;Seseña;442355,53;4440427,42;3020100178;15;0;0;49,09;0;;;0;;SESEÑA;SES;VALDEMORO 220
R1-002;Toledo;Seseña;442355,53;4440427,42;3020100178;45;0;0;0;0;;;0;;SESEÑA;SES;VALDEMORO 220
R1-002;Toledo;Valmojado;406678,04;4452174,41;3020100176;15;0;0;64,22;0;;;0;;VALMOJADO;VJA;ACECA 220
R1-002;Toledo;Valmojado;406678,04;4452174,41;3020100176;45;0;0;0;0;;;0;;VALMOJADO;VJA;ACECA 220
R1-002;Toledo;Villacañas;466404,83;4388764,3;3020410233;15;0;0;5,83;6,76;;;0;;COLECTORA P.E. SIERRA DEL ROMERAL;PSR;MADRIDEJOS 220
R1-002;Toledo;Villacañas;466404,83;4388764,3;3020410233;132;0;0;0;0;;;0;;COLECTORA P.E. SIERRA DEL ROMERAL;PSR;MADRIDEJOS 220
R1-002;Toledo;Villacañas;470476,76;4385161,03;3020100152;15;0;0;40,99;0;;;0;;VILLACAÑAS;VIC;MADRIDEJOS 220
R1-002;Toledo;Villacañas;470476,76;4385161,03;3020100152;45;0;0;0;0;;;0;;VILLACAÑAS;VIC;MADRIDEJOS 220
R1-002;Toledo;Villacañas;470476,76;4385161,03;3020100152;132;0;0;0;0;;;0;;VILLACAÑAS;VIC;MADRIDEJOS 220
R1-002;Toledo;Villafranca de los Caballeros;468271,46;4363397,79;3020410255;15;0;0;27,56;0;;;0;;VILLAFRANCA DE LOS CABALLEROS;VFC;MADRIDEJOS 220
R1-002;Toledo;Villafranca de los Caballeros;468271,46;4363397,79;3020410255;45;0;0;0;0;;;0;;VILLAFRANCA DE LOS CABALLEROS;VFC;MADRIDEJOS 220
R1-002;Toledo;Villarrubia de Santiago;468475,15;4427872,56;3020410327;45;0;0;0;0;;;0;;LA PLATA;LPT;VALDEMORO 220
R1-002;Toledo;Villarrubia de Santiago;468475,15;4427872,56;3020410327;132;0;0;0;0;;;0;;LA PLATA;LPT;VALDEMORO 220
R1-002;Toledo;Villarrubia de Santiago;467984,72;4426008,01;3020100156;15;0;0;12,23;0;;;0;;VILLARRUBIA DE SANTIAGO;VRS;VALDEMORO 220
R1-002;Toledo;Villarrubia de Santiago;467984,72;4426008,01;3020100156;45;0;0;0;0;;;0;;VILLARRUBIA DE SANTIAGO;VRS;VALDEMORO 220
R1-002;Toledo;Villaseca de la Sagra;426718,77;4421677,11;ACE;132;0;0;60;0;;;0;;C.T. ACECA;ACE;ACECA 220
R1-002;Toledo;Villasequilla;436277,37;4416672,25;3020410483;15;0;0;3,58;0;;;0;;VILLASEQUILLA;VLS;MADRIDEJOS 220
R1-002;Toledo;Villasequilla;436277,37;4416672,25;3020410483;45;0;0;1,99;0;;;0;;VILLASEQUILLA;VLS;MADRIDEJOS 220
R1-002;Toledo;Villasequilla;436277,37;4416672,25;3020410483;132;0;0;0;0;;;0;;VILLASEQUILLA;VLS;MADRIDEJOS 220
R1-002;Toledo;Yeles;432702,29;4441860,71;3020410171;15;0;0;35,91;0,98;;;0;;YELES II;YE2;VALDEMORO 220
R1-002;Toledo;Yeles;432702,29;4441860,71;3020410171;45;0;0;0;0;;;0;;YELES II;YE2;VALDEMORO 220
R1-002;Toledo;Yepes;447070,4;4416268,36;3020410346;15;0;0;5,15;0;;;0;;YEPES;YPS;VALDEMORO 220
R1-002;Toledo;Yepes;447070,4;4416268,36;3020410346;45;0;0;0;0;;;0;;YEPES;YPS;VALDEMORO 220
R1-002;Zamora;Cobreros;197049,55;4662902,57;3020100039;15;0;0;13,18;0;;;0;;COBREROS;COB;SAN AGUSTIN 220
R1-002;Zamora;Vega de Tera;237921,29;4655964,98;3020300107;15;0;0;8,35;0;;;0;;MILLA DE TERA;MIL;COMPOSTILLA 400
R1-002;Zamora;Vega de Tera;237921,29;4655964,98;3020300107;45;1,41;0;0;0;;;0;;MILLA DE TERA;MIL;COMPOSTILLA 400
